Sucursal,Tienda (nombre oficial),Lat tienda,Lon tienda,Promesa de entrega,Minutos,Banda de tiempo,Destino,Tipo de destino,Departamento,Municipio,Sección/Depto. en lámina,Latitud,Longitud,"Coordenadas (lat, lon)",Confianza coordenada,Verificar en Google Maps,Lámina
PUERTO QUETZAL,Truck Depot Puerto Quetzal,13.941843,-90.789271,1.5 hrs,90,Hasta 1.5 hrs,Monterrico,Aldea,Santa Rosa,Taxisco,,13.8833,-90.4833,"13.8833, -90.4833",Alta,Ver en mapa,14
PUERTO QUETZAL,Truck Depot Puerto Quetzal,13.941843,-90.789271,1.5 hrs,90,Hasta 1.5 hrs,Obero Carr. Monterrico,Aldea,Santa Rosa,Taxisco,,13.93,-90.5,"13.93, -90.5",Baja,Ver en mapa,14
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,Almolonga,Municipio,Quetzaltenango,Almolonga,,14.8167,-91.4833,"14.8167, -91.4833",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,Cantel,Municipio,Quetzaltenango,Cantel,,14.8,-91.45,"14.8, -91.45",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,Concepción Chiquirichapa,Municipio,Quetzaltenango,Concepción Chiquirichapa,,14.85,-91.65,"14.85, -91.65",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,La Esperanza,Municipio,Quetzaltenango,La Esperanza,,14.8667,-91.55,"14.8667, -91.55",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,Olintepeque,Municipio,Quetzaltenango,Olintepeque,,14.8833,-91.5167,"14.8833, -91.5167",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,Quetzaltenango ciudad,Cabecera,Quetzaltenango,Quetzaltenango,,14.8347,-91.518,"14.8347, -91.518",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,San Carlos Sija,Municipio,Quetzaltenango,San Carlos Sija,,14.9833,-91.55,"14.9833, -91.55",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,San Francisco La Unión,Municipio,Quetzaltenango,San Francisco La Unión,,14.9167,-91.5167,"14.9167, -91.5167",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,San Juan Ostuncalco,Municipio,Quetzaltenango,San Juan Ostuncalco,,14.8667,-91.6333,"14.8667, -91.6333",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,San Mateo,Municipio,Quetzaltenango,San Mateo,,14.85,-91.5667,"14.85, -91.5667",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,45 min,45,Hasta 45 min,San Miguel Siguila,Municipio,Quetzaltenango,San Miguel Sigüilá,,14.8833,-91.6167,"14.8833, -91.6167",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1 hr,60,Hasta 1 hr,Cajola,Municipio,Quetzaltenango,Cajolá,,14.9,-91.6167,"14.9, -91.6167",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1 hr,60,Hasta 1 hr,Salcajá,Municipio,Quetzaltenango,Salcajá,,14.8833,-91.45,"14.8833, -91.45",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1 hr,60,Hasta 1 hr,San Martin Sacatepéquez,Municipio,Quetzaltenango,San Martín Sacatepéquez,,14.8167,-91.65,"14.8167, -91.65",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1 hr,60,Hasta 1 hr,Zunil,Municipio,Quetzaltenango,Zunil,,14.7833,-91.4833,"14.7833, -91.4833",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1.5 hrs,90,Hasta 1.5 hrs,Cabrican,Municipio,Quetzaltenango,Cabricán,,15.0833,-91.65,"15.0833, -91.65",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1.5 hrs,90,Hasta 1.5 hrs,Huitan,Municipio,Quetzaltenango,Huitán,,15.0167,-91.6167,"15.0167, -91.6167",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,1.5 hrs,90,Hasta 1.5 hrs,Palestina De Los Altos,Municipio,Quetzaltenango,Palestina de Los Altos,,14.9,-91.6833,"14.9, -91.6833",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,2 hrs,120,Hasta 2 hrs,Colomba Costa Cuca,Municipio,Quetzaltenango,Colomba Costa Cuca,,14.7167,-91.7333,"14.7167, -91.7333",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,2 hrs,120,Hasta 2 hrs,San Cristóbal Totonicapán,Municipio,Totonicapán,San Cristóbal Totonicapán,Totonicapán,14.8667,-91.4333,"14.8667, -91.4333",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,2 hrs,120,Hasta 2 hrs,San Francisco El Alto,Municipio,Totonicapán,San Francisco El Alto,Totonicapán,14.9333,-91.45,"14.9333, -91.45",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,2 hrs,120,Hasta 2 hrs,Sibilia,Municipio,Quetzaltenango,Sibilia,,14.9833,-91.6,"14.9833, -91.6",Alta,Ver en mapa,8
QUETZALTENANGO,Truck Depot Quetzaltenango (Xela),14.858215,-91.513779,24 hrs,1440,24 hrs,Guatemala Ciudad,Cabecera,Guatemala,Guatemala,,14.6349,-90.5069,"14.6349, -90.5069",Alta,Ver en mapa,8
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Chajbal,Cantón,Quiché,Santa Cruz del Quiché,,15.045,-91.14,"15.045, -91.14",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Chicorral,Cantón,Quiché,Santa Cruz del Quiché,,15.04,-91.16,"15.04, -91.16",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Chitatul,Cantón,Quiché,Santa Cruz del Quiché,,15.02,-91.135,"15.02, -91.135",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Colonia Utatlan,Colonia,Quiché,Santa Cruz del Quiché,,15.025,-91.16,"15.025, -91.16",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Colonia los Celajes,Colonia,Quiché,Santa Cruz del Quiché,,15.033,-91.152,"15.033, -91.152",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,La Estancia,Cantón,Quiché,Santa Cruz del Quiché,,15.05,-91.15,"15.05, -91.15",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Lemoa,Aldea,Quiché,Santa Cruz del Quiché,,15,-91.1333,"15.0, -91.1333",Media,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Prados de Santa Rosa,Colonia,Quiché,Santa Cruz del Quiché,,15.035,-91.145,"15.035, -91.145",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,Sepela,Cantón,Quiché,Santa Cruz del Quiché,,15.015,-91.16,"15.015, -91.16",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,"Xatinap I,II,II,IV y V",Cantón,Quiché,Santa Cruz del Quiché,,15.029,-91.155,"15.029, -91.155",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,"Xesic, I,II",Cantón,Quiché,Santa Cruz del Quiché,,15.038,-91.135,"15.038, -91.135",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,45 min,45,Hasta 45 min,"Zona 1,2,3,4 y 5",Zona,Quiché,Santa Cruz del Quiché,,15.0308,-91.1489,"15.0308, -91.1489",Media,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,Chiche,Municipio,Quiché,Chiché,,15.0167,-91.05,"15.0167, -91.05",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,Chichicastenango,Municipio,Quiché,Chichicastenango,,14.9431,-91.1119,"14.9431, -91.1119",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,Chicorral,Cantón,Quiché,Santa Cruz del Quiché,,15.04,-91.16,"15.04, -91.16",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,Panaxit,Aldea,Quiché,Chiché,,15.025,-91.08,"15.025, -91.08",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,Patzite,Municipio,Quiché,Patzité,,14.9833,-91.2,"14.9833, -91.2",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,San Antonio Ilotenango,Municipio,Quiché,San Antonio Ilotenango,,15.0167,-91.2333,"15.0167, -91.2333",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1 hr,60,Hasta 1 hr,San Pedro Jocopilas,Municipio,Quiché,San Pedro Jocopilas,,15.0667,-91.1833,"15.0667, -91.1833",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Casa Blanca,Aldea,Quiché,Santa Cruz del Quiché,,15.06,-91.12,"15.06, -91.12",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Chimente,Aldea,Quiché,Zacualpa,,15.02,-90.93,"15.02, -90.93",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Chinique,Municipio,Quiché,Chinique,,15.0333,-91.0167,"15.0333, -91.0167",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Comitancillo,Aldea,Quiché,Sacapulas,,15.24,-91.05,"15.24, -91.05",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Santa Lucia la Reforma,Municipio,Totonicapán,Santa Lucía La Reforma,,15.05,-91.25,"15.05, -91.25",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Santa Rosa Chujuyub,Aldea,Quiché,Santa Cruz del Quiché,,15.1,-91.05,"15.1, -91.05",Baja,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,1.5 hrs,90,Hasta 1.5 hrs,Zacualpa,Municipio,Quiché,Zacualpa,,15.0333,-90.8833,"15.0333, -90.8833",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,2 hrs,120,Hasta 2 hrs,Canilla,Municipio,Quiché,Canillá,,15.1167,-90.85,"15.1167, -90.85",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,2 hrs,120,Hasta 2 hrs,Los Encuentros,Punto carretera,Sololá,Sololá,,14.7833,-91.2333,"14.7833, -91.2333",Media,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,2 hrs,120,Hasta 2 hrs,Sacapulas,Municipio,Quiché,Sacapulas,,15.2833,-91.0833,"15.2833, -91.0833",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,2 hrs,120,Hasta 2 hrs,San Andrés Sacabaja,Municipio,Quiché,San Andrés Sajcabajá,,15.1667,-90.95,"15.1667, -90.95",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,2 hrs,120,Hasta 2 hrs,San Bartolomé,Municipio,Quiché,San Bartolomé Jocotenango,,15.15,-91.1167,"15.15, -91.1167",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,3.5 hrs,210,Hasta 3.5 hrs,Chicaman,Municipio,Quiché,Chicamán,,15.3667,-90.7833,"15.3667, -90.7833",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,3.5 hrs,210,Hasta 3.5 hrs,Joyabaj,Municipio,Quiché,Joyabaj,,14.9833,-90.8,"14.9833, -90.8",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,3.5 hrs,210,Hasta 3.5 hrs,Nebaj,Municipio,Quiché,Santa María Nebaj,,15.4053,-91.1461,"15.4053, -91.1461",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,3.5 hrs,210,Hasta 3.5 hrs,San Juan Cotzal,Municipio,Quiché,San Juan Cotzal,,15.4333,-91.0333,"15.4333, -91.0333",Alta,Ver en mapa,15
QUICHÉ,Truck Depot Quiché,15.007625,-91.147802,3.5 hrs,210,Hasta 3.5 hrs,Uspatan,Municipio,Quiché,San Miguel Uspantán,,15.35,-90.8667,"15.35, -90.8667",Alta,Ver en mapa,15
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Retalhuleu,San Sebastián,,14.573889,-91.648056,"14.573889, -91.648056",Exacta (tienda),Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Calzada Las Palmas,Calzada,Retalhuleu,Retalhuleu,,14.54,-91.678,"14.54, -91.678",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Canton Paoj,Cantón,Retalhuleu,San Sebastián,,14.57,-91.655,"14.57, -91.655",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Canton Puca,Cantón,Retalhuleu,San Sebastián,,14.575,-91.66,"14.575, -91.66",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Canton Xula,Cantón,Retalhuleu,San Sebastián,,14.58,-91.65,"14.58, -91.65",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Centro Las chacaras,Aldea,Retalhuleu,San Sebastián,,14.58,-91.66,"14.58, -91.66",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,El Sarco,Aldea,Retalhuleu,San Sebastián,,14.565,-91.67,"14.565, -91.67",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Granja La Montaña,Aldea,Retalhuleu,San Sebastián,,14.585,-91.64,"14.585, -91.64",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,Metro Plaza Km 180.5,Punto carretera,Retalhuleu,San Sebastián,,14.5739,-91.648,"14.5739, -91.648",Media,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,San Luis,Aldea,Retalhuleu,San Sebastián,,14.56,-91.66,"14.56, -91.66",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,45 min,45,Hasta 45 min,San Sebastian,Municipio,Retalhuleu,San Sebastián,,14.5667,-91.65,"14.5667, -91.65",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,Aldea Ocosito,Aldea,Retalhuleu,San Sebastián,,14.58,-91.645,"14.58, -91.645",Media,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,Barrio Monterrey,Barrio,Retalhuleu,Retalhuleu,,14.54,-91.675,"14.54, -91.675",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,Canton Peru,Cantón,Retalhuleu,San Sebastián,,14.555,-91.665,"14.555, -91.665",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,Centro de Retalhuleu,Cabecera,Retalhuleu,Retalhuleu,,14.5361,-91.6778,"14.5361, -91.6778",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,Colonia Las Chacara,Colonia,Retalhuleu,San Sebastián,,14.58,-91.66,"14.58, -91.66",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,"La Galera, San Nicolas",Aldea,Retalhuleu,San Sebastián,,14.55,-91.66,"14.55, -91.66",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,1 hr,60,Hasta 1 hr,Los Cubanitos,Colonia,Retalhuleu,Retalhuleu,,14.545,-91.67,"14.545, -91.67",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,Aldea Cabañas,Aldea,Retalhuleu,Retalhuleu,,14.51,-91.68,"14.51, -91.68",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,Aldea El xab,Aldea,Retalhuleu,Retalhuleu,,14.5,-91.7,"14.5, -91.7",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,Aldea Guarumo,Aldea,Retalhuleu,Retalhuleu,,14.52,-91.7,"14.52, -91.7",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,Caballo Blanco,Aldea,Retalhuleu,Retalhuleu,,14.5,-91.7167,"14.5, -91.7167",Media,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,Champerico,Municipio,Retalhuleu,Champerico,,14.3,-91.9167,"14.3, -91.9167",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,Colonia El Retiro,Colonia,Retalhuleu,Retalhuleu,,14.53,-91.69,"14.53, -91.69",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,El Asintal,Municipio,Retalhuleu,El Asintal,,14.5833,-91.7333,"14.5833, -91.7333",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,El Palmar,Municipio,Quetzaltenango,El Palmar,,14.65,-91.6167,"14.65, -91.6167",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,San Andres Villa Ceca,Municipio,Retalhuleu,San Andrés Villa Seca,,14.4833,-91.5833,"14.4833, -91.5833",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,San Carlos,Municipio,Retalhuleu,Nuevo San Carlos,,14.5667,-91.7,"14.5667, -91.7",Media,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,San Cruz Mulua,Municipio,Retalhuleu,Santa Cruz Muluá,,14.5,-91.65,"14.5, -91.65",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,San Felipe,Municipio,Retalhuleu,San Felipe,,14.6333,-91.5833,"14.6333, -91.5833",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,San Luis,Aldea,Retalhuleu,San Sebastián,,14.56,-91.66,"14.56, -91.66",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,2 hrs,120,Hasta 2 hrs,San Martin Zapotítlan,Municipio,Retalhuleu,San Martín Zapotitlán,,14.5833,-91.6167,"14.5833, -91.6167",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Aldea La Unión,Aldea,Quetzaltenango,Coatepeque,,14.64,-91.87,"14.64, -91.87",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Aldea Miramar,Aldea,Quetzaltenango,Coatepeque,,14.69,-91.88,"14.69, -91.88",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Centro Coatepeque,Cabecera,Quetzaltenango,Coatepeque,,14.7,-91.8667,"14.7, -91.8667",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Circumbalacion Coatepeque,Punto carretera,Quetzaltenango,Coatepeque,,14.705,-91.86,"14.705, -91.86",Media,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Colomba,Municipio,Quetzaltenango,Colomba Costa Cuca,,14.7167,-91.7333,"14.7167, -91.7333",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Flores Costa Cuca,Municipio,Quetzaltenango,Flores Costa Cuca,,14.6667,-91.8167,"14.6667, -91.8167",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Genova,Municipio,Quetzaltenango,Génova,,14.6167,-91.8333,"14.6167, -91.8333",Alta,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Las Delicias,Aldea,Quetzaltenango,Coatepeque,,14.65,-91.86,"14.65, -91.86",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Las Palmas,Aldea,Quetzaltenango,Coatepeque,,14.68,-91.85,"14.68, -91.85",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Las Victorias,Aldea,Quetzaltenango,Coatepeque,,14.66,-91.84,"14.66, -91.84",Baja,Ver en mapa,17
RETALHULEU,Truck Depot Retalhuleu,14.573889,-91.648056,3 hrs,180,Hasta 3 hrs,Xelaju,Cabecera,Quetzaltenango,Quetzaltenango,,14.8347,-91.518,"14.8347, -91.518",Alta,Ver en mapa,17
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Aldea cantel centro,Aldea,San Marcos,San Marcos,,14.985,-91.795,"14.985, -91.795",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Champollap centro,Aldea,San Marcos,San Marcos,,14.955,-91.81,"14.955, -91.81",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,El rincón centro,Aldea,San Marcos,San Marcos,,14.96,-91.775,"14.96, -91.775",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,La grandeza centro,Municipio,San Marcos,La Reforma,,15.0167,-91.8333,"15.0167, -91.8333",Media,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Las lagunas san marcos centro,Aldea,San Marcos,San Marcos,,14.975,-91.805,"14.975, -91.805",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Palo Gordo,Municipio,San Marcos,Palo Gordo,,14.95,-91.7833,"14.95, -91.7833",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Piedra grande centro,Aldea,San Marcos,San Marcos,,14.98,-91.78,"14.98, -91.78",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Sacuchum centro,Aldea,San Marcos,San Pedro Sacatepéquez,,14.995,-91.735,"14.995, -91.735",Media,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,San Andres Chapil centro,Aldea,San Marcos,San Pedro Sacatepéquez,,14.99,-91.755,"14.99, -91.755",Media,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,San Jose Caben centro,Aldea,San Marcos,San Marcos,,14.945,-91.8,"14.945, -91.8",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,San Marcos Centro,Cabecera,San Marcos,San Marcos,,14.9639,-91.7944,"14.9639, -91.7944",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,San Pedro centro,Cabecera,San Marcos,San Pedro Sacatepéquez,,14.9667,-91.7667,"14.9667, -91.7667",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,San Rafael Soche centro,Aldea,San Marcos,San Marcos,,14.97,-91.82,"14.97, -91.82",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,45 min,45,Hasta 45 min,Terminal de san marcos centro,Punto urbano,San Marcos,San Marcos,,14.9639,-91.7944,"14.9639, -91.7944",Media,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,Aldea san sebastian centro,Aldea,San Marcos,San Marcos,,14.955,-91.76,"14.955, -91.76",Baja,Ver en mapa,16
