Sucursal,Tienda (nombre oficial),Lat tienda,Lon tienda,Promesa de entrega,Minutos,Banda de tiempo,Destino,Tipo de destino,Departamento,Municipio,Sección/Depto. en lámina,Latitud,Longitud,"Coordenadas (lat, lon)",Confianza coordenada,Verificar en Google Maps,Lámina
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,Aldea serchil centro,Aldea,San Marcos,San Marcos,,14.93,-91.81,"14.93, -91.81",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,Corral grande centro,Aldea,San Marcos,San Marcos,,14.94,-91.77,"14.94, -91.77",Baja,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,Palestina de los altos centro,Municipio,Quetzaltenango,Palestina de Los Altos,,14.9,-91.6833,"14.9, -91.6833",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,San Antonio Sacatepéquez centro,Municipio,San Marcos,San Antonio Sacatepéquez,,14.95,-91.7333,"14.95, -91.7333",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,San Cristóbal cucho centro,Municipio,San Marcos,San Cristóbal Cucho,,14.9167,-91.7833,"14.9167, -91.7833",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,San Lorenzo centro,Municipio,San Marcos,San Lorenzo,,15,-91.7167,"15.0, -91.7167",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1 hr,60,Hasta 1 hr,San Rafael pie de la cuesta centro,Municipio,San Marcos,San Rafael Pie de la Cuesta,,14.9833,-91.9,"14.9833, -91.9",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,Comitancillo,Municipio,San Marcos,Comitancillo,,15.0833,-91.75,"15.0833, -91.75",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,Malacatan,Municipio,San Marcos,Malacatán,,14.9167,-92.05,"14.9167, -92.05",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,Rio Blanco,Municipio,San Marcos,Río Blanco,,15.0667,-91.7333,"15.0667, -91.7333",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,San Jose el rodeo,Municipio,San Marcos,El Rodeo,,14.85,-91.9333,"14.85, -91.9333",Media,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,San Pablo,Municipio,San Marcos,San Pablo,,14.9333,-91.95,"14.9333, -91.95",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,Tajumulco,Municipio,San Marcos,Tajumulco,,15.0833,-91.9167,"15.0833, -91.9167",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,1.5 hrs,90,Hasta 1.5 hrs,Tejutla,Municipio,San Marcos,Tejutla,,15.1167,-91.8,"15.1167, -91.8",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,2 hrs,120,Hasta 2 hrs,Catarina,Municipio,San Marcos,Catarina,,14.85,-92.0667,"14.85, -92.0667",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,2 hrs,120,Hasta 2 hrs,El Tumbador,Municipio,San Marcos,El Tumbador,,14.7833,-91.9333,"14.7833, -91.9333",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,2 hrs,120,Hasta 2 hrs,Ixghiguan,Municipio,San Marcos,Ixchiguán,,15.15,-91.9333,"15.15, -91.9333",Alta,Ver en mapa,16
SAN MARCOS,Truck Depot San Marcos,14.964945,-91.814053,2 hrs,120,Hasta 2 hrs,Tajumulco,Municipio,San Marcos,Tajumulco,,15.0833,-91.9167,"15.0833, -91.9167",Alta,Ver en mapa,16
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Barranca seca,Aldea,Zacapa,Teculután,,14.97,-89.7,"14.97, -89.7",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Barranco Colorado,Aldea,Zacapa,Teculután,,14.975,-89.745,"14.975, -89.745",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Centro Teculután,Cabecera,Zacapa,Teculután,,14.9931,-89.715,"14.9931, -89.715",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,La Arenera,Aldea,Zacapa,Teculután,,14.99,-89.69,"14.99, -89.69",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,La Paz,Aldea,Zacapa,Teculután,,14.985,-89.725,"14.985, -89.725",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,La vega del Cobán,Aldea,Zacapa,Teculután,,15.005,-89.72,"15.005, -89.72",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Monte Grande,Aldea,Zacapa,Teculután,,14.96,-89.75,"14.96, -89.75",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Pueblo Nuevo,Aldea,Zacapa,Teculután,,15.01,-89.7,"15.01, -89.7",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Puerta de Golpe,Aldea,Zacapa,Teculután,,14.995,-89.755,"14.995, -89.755",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Rio Chiquito,Aldea,Zacapa,Teculután,,15,-89.74,"15.0, -89.74",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,45 min,45,Hasta 45 min,Santa Cruz,Aldea,Zacapa,Teculután,,14.98,-89.73,"14.98, -89.73",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,Casas de Pinto,Aldea,Zacapa,Río Hondo,,15.02,-89.62,"15.02, -89.62",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,El Arco,Aldea,Zacapa,Río Hondo,,15.01,-89.64,"15.01, -89.64",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,El Jute,Aldea,Zacapa,Usumatlán,,14.94,-89.8,"14.94, -89.8",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,La Palmilla,Aldea,Zacapa,Río Hondo,,15.04,-89.6,"15.04, -89.6",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,Pasabien,Aldea,Zacapa,Río Hondo,,14.9833,-89.6667,"14.9833, -89.6667",Media,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,Rio Hondo,Municipio,Zacapa,Río Hondo,,15.0333,-89.5833,"15.0333, -89.5833",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,San Jose,Aldea,Zacapa,Teculután,,14.98,-89.68,"14.98, -89.68",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,Sunzapote,Aldea,Zacapa,Río Hondo,,14.9667,-89.75,"14.9667, -89.75",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,1 hr,60,Hasta 1 hr,Usumatlan,Municipio,Zacapa,Usumatlán,,14.95,-89.7833,"14.95, -89.7833",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Cabañas,Municipio,Zacapa,Cabañas,,14.9167,-89.6167,"14.9167, -89.6167",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Centro Zacapa,Cabecera,Zacapa,Zacapa,,14.9722,-89.5306,"14.9722, -89.5306",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Comunidad Santiago,Aldea,Zacapa,Zacapa,,14.96,-89.55,"14.96, -89.55",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,El Arenal,Aldea,El Progreso,San Agustín Acasaguastlán,,14.94,-89.9,"14.94, -89.9",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,El Jícaro,Municipio,El Progreso,El Jícaro,,14.9167,-89.9333,"14.9167, -89.9333",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,El Rancho,Aldea,El Progreso,San Agustín Acasaguastlán,,14.9167,-89.9833,"14.9167, -89.9833",Media,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,El Rosario,Aldea,El Progreso,San Agustín Acasaguastlán,,14.93,-89.95,"14.93, -89.95",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Estanzuela,Municipio,Zacapa,Estanzuela,,14.9833,-89.5667,"14.9833, -89.5667",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Huité,Municipio,Zacapa,Huité,,14.8833,-89.6833,"14.8833, -89.6833",Alta,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Juan Ponce,Aldea,El Progreso,San Agustín Acasaguastlán,,14.925,-89.92,"14.925, -89.92",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,La Estancia de la Virgen,Aldea,Zacapa,Zacapa,,14.94,-89.56,"14.94, -89.56",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,La Fragua,Aldea,Zacapa,Estanzuela,,14.95,-89.5,"14.95, -89.5",Media,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,La Pepesca,Aldea,Zacapa,Zacapa,,14.95,-89.58,"14.95, -89.58",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,La Reforma,Aldea,Zacapa,Zacapa,,14.95,-89.65,"14.95, -89.65",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Las pozas,Aldea,Zacapa,Zacapa,,14.96,-89.6,"14.96, -89.6",Baja,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,Mayuelas,Aldea,Zacapa,Gualán,,15.0333,-89.4167,"15.0333, -89.4167",Media,Ver en mapa,9
TECULUTÁN,Truck Depot Teculután,14.993213,-89.71146,2 hrs,120,Hasta 2 hrs,San Cristóbal Acasaguastlán,Municipio,El Progreso,San Cristóbal Acasaguastlán,,14.9186,-89.8869,"14.9186, -89.8869",Alta,Ver en mapa,9
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Guatemala,Villa Nueva,,14.550941,-90.577576,"14.550941, -90.577576",Exacta (tienda),Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,45 min,45,Hasta 45 min,Castañas,Colonia,Guatemala,Villa Nueva,,14.53,-90.595,"14.53, -90.595",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,45 min,45,Hasta 45 min,Catalina Linda Vista,Colonia,Guatemala,Villa Nueva,,14.548,-90.575,"14.548, -90.575",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,45 min,45,Hasta 45 min,"Monte Maria, zona 12",Colonia,Guatemala,Guatemala,,14.576,-90.549,"14.576, -90.549",Media,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,45 min,45,Hasta 45 min,San José VN,Colonia,Guatemala,Villa Nueva,,14.535,-90.58,"14.535, -90.58",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,45 min,45,Hasta 45 min,Villa Nueva Centro,Cabecera,Guatemala,Villa Nueva,,14.5269,-90.5872,"14.5269, -90.5872",Alta,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Bárcenas VN,Aldea,Guatemala,Villa Nueva,,14.53,-90.63,"14.53, -90.63",Media,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Delta Barcena,Colonia,Guatemala,Villa Nueva,,14.533,-90.615,"14.533, -90.615",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,El Frutal,Colonia,Guatemala,Villa Nueva,,14.545,-90.555,"14.545, -90.555",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Linda Vista VN,Colonia,Guatemala,Villa Nueva,,14.548,-90.575,"14.548, -90.575",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Mayan Golf,Colonia,Guatemala,Guatemala,,14.57,-90.535,"14.57, -90.535",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Plan Grande,Aldea,Guatemala,Villa Nueva,,14.52,-90.62,"14.52, -90.62",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Ulises Rojas Zona 3 VN,Colonia,Guatemala,Villa Nueva,,14.535,-90.59,"14.535, -90.59",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,1 hr,60,Hasta 1 hr,Villa Lobos Zona 12,Colonia,Guatemala,Villa Nueva,,14.556,-90.562,"14.556, -90.562",Media,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,Amatitlán Centro,Cabecera,Guatemala,Amatitlán,,14.4869,-90.6156,"14.4869, -90.6156",Alta,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,Ciudad Peronia Zona 8 VN,Colonia,Guatemala,Villa Nueva,,14.52,-90.61,"14.52, -90.61",Media,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,Los Espárragos Amatitlán,Colonia,Guatemala,Amatitlán,,14.495,-90.605,"14.495, -90.605",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,San Cristóbal,Colonia,Guatemala,Mixco,,14.61,-90.59,"14.61, -90.59",Media,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,San Miguel Petapa,Municipio,Guatemala,San Miguel Petapa,,14.5058,-90.5606,"14.5058, -90.5606",Alta,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,Zona 8 Mixco,Zona,Guatemala,Mixco,,14.625,-90.61,"14.625, -90.61",Media,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,2 hrs,120,Hasta 2 hrs,Zona 9 Mixco,Zona,Guatemala,Mixco,,14.635,-90.63,"14.635, -90.63",Baja,Ver en mapa,6
VILLA LOBOS,Truck Depot Villa Nueva,14.550941,-90.577576,24 hrs,1440,24 hrs,CEDI GTM,Categoría interna,,,,,,,N/A,,6
